"","bottle","taxon","simple.N","simple.mean","simple.SD"
"1923","e00324","Embiotoca lateralis",3,0,0
"1924","e00324","Enophrys bison",3,0,0
"1925","e00324","Gadus",3,0,0
"1926","e00324","Gasterosteus aculeatus",3,0.05354968073836,0.0192160387952195
"1927","e00324","Gobiesox maeandricus",3,0,0
"1928","e00324","Hemilepidotus hemilepidotus",3,0,0
"1929","e00324","Hexagrammos",3,0.0047872402081812,0.00829174326860644
"1930","e00324","Hexagrammos decagrammus",3,0,0
"1931","e00324","Hippoglossus stenolepis",3,0,0
"1932","e00324","Hypomesus",3,0,0
"1933","e00324","Lepidogobius lepidus",3,0,0
"1934","e00324","Lepidopsetta",3,0,0
"1935","e00324","Leptocottus armatus",3,0.00774407520047581,0.00677633142170777
"1936","e00324","Liparis mucosus",3,0,0
"1937","e00324","Lumpenus sagitta",3,0,0
"1938","e00324","Microgadus proximus",3,0,0
"1939","e00324","Micropterus",3,0,0
"1940","e00324","Myoxocephalus",3,0,0
"1941","e00324","Nautichthys oculofasciatus",3,0,0
"1942","e00324","Oligocottus maculosus",3,0.0219993902233424,0.0139023843938454
"1943","e00324","Oligocottus snyderi",3,0,0
"1944","e00324","Oncorhynchus",3,0,0
"1945","e00324","Oncorhynchus clarkii",3,0,0
"1946","e00324","Oncorhynchus gorbuscha",3,2.31827612986983e-05,4.01537204290869e-05
"1947","e00324","Oncorhynchus keta",3,0,0
"1948","e00324","Oncorhynchus kisutch",3,0.00454630539208496,0.0039383743274565
"1949","e00324","Oncorhynchus nerka",3,0,0
"1950","e00324","Oncorhynchus tshawytscha",3,0,0
"1951","e00324","Ophiodon elongatus",3,0,0
"1952","e00324","Oxylebius pictus",3,0,0
"1953","e00324","Pholis laeta",3,0.000975657349138982,0.00168988809948668
"1954","e00324","Phytichthys chirus",3,0,0
"1955","e00324","Pleuronectidae 1",3,0,0
"1956","e00324","Pleuronectidae 2",3,0,0
"1957","e00324","Pleuronectidae 3",3,0,0
"1958","e00324","Pleuronichthys coenosus",3,0,0
"1959","e00324","Podothecus accipenserinus",3,0,0
"1960","e00324","Rhamphocottus richardsonii",3,0,0
"1961","e00324","Rhinogobiops nicholsii",3,0,0
"1962","e00324","Ronquilus jordani",3,0,0
"1963","e00324","Salvelinus",3,0,0
"1964","e00324","Scorpaenichthys marmoratus",3,0,0
"1965","e00324","Sebastes 1",3,0,0
"1966","e00324","Sebastes 2",3,0,0
"1967","e00324","Sebastes 3",3,0,0
"1968","e00324","Sebastes entomelas",3,0,0
"1969","e00324","Sebastes nigrocinctus",3,0,0
"1970","e00324","Sebastolobus",3,0,0
"1971","e00324","Stichaeidae",3,0,0
"1972","e00324","Stichaeus punctatus",3,0,0
"1973","e00324","Synchirus gilli",3,0,0
"1974","e00324","Syngnathus leptorhynchus",3,0.0016342260598078,0.0028305625666402
"1975","e00324","Xiphister",3,0,0
"1976","e00324","Zaprora silenus",3,0,0
"1977","e00326","Agonopsis vulsa",2,0,0
"1978","e00326","Ammodytes personatus",2,0,0
"1979","e00326","Anoplarchus",2,0,0
"1980","e00326","Anoplopoma fimbria",2,0,0
"1981","e00326","Apodichthys flavidus",2,0,0
"1982","e00326","Artedius fenestralis",2,0,0
"1983","e00326","Artedius harringtoni",2,0,0
"1984","e00326","Artedius lateralis",2,0,0
"1985","e00326","Aulorhynchus flavidus",2,0,0
"1986","e00326","Blepsias bilobus",2,0,0
"1987","e00326","Blepsias cirrhosus",2,0,0
"1988","e00326","Brachyistius frenatus",2,0,0
"1989","e00326","Chitonotus pugetensis",2,0,0
"1990","e00326","Citharichthys sordidus",2,0,0
"1991","e00326","Citharichthys stigmaeus",2,0,0
"1992","e00326","Clinocottus acuticeps",2,0,0
"1993","e00326","Clinocottus embryum",2,0,0
"1994","e00326","Clupea pallasii",2,0.92241610738255,0.109720193161295
"1995","e00326","Cottidae",2,0,0
"1996","e00326","Cottus",2,0,0
"1997","e00326","Cryptacanthodes giganteus",2,0,0
"1998","e00326","Cymatogaster aggregata",2,0.0775838926174497,0.109720193161295
"1999","e00326","Embiotoca lateralis",2,0,0
"2000","e00326","Enophrys bison",2,0,0
"2001","e00326","Gadus",2,0,0
"2002","e00326","Gasterosteus aculeatus",2,0,0
"2003","e00326","Gobiesox maeandricus",2,0,0
"2004","e00326","Hemilepidotus hemilepidotus",2,0,0
"2005","e00326","Hexagrammos",2,0,0
"2006","e00326","Hexagrammos decagrammus",2,0,0
"2007","e00326","Hippoglossus stenolepis",2,0,0
"2008","e00326","Hypomesus",2,0,0
"2009","e00326","Lepidogobius lepidus",2,0,0
"2010","e00326","Lepidopsetta",2,0,0
"2011","e00326","Leptocottus armatus",2,0,0
"2012","e00326","Liparis mucosus",2,0,0
"2013","e00326","Lumpenus sagitta",2,0,0
"2014","e00326","Microgadus proximus",2,0,0
"2015","e00326","Micropterus",2,0,0
"2016","e00326","Myoxocephalus",2,0,0
"2017","e00326","Nautichthys oculofasciatus",2,0,0
"2018","e00326","Oligocottus maculosus",2,0,0
"2019","e00326","Oligocottus snyderi",2,0,0
"2020","e00326","Oncorhynchus",2,0,0
"2021","e00326","Oncorhynchus clarkii",2,0,0
"2022","e00326","Oncorhynchus gorbuscha",2,0,0
"2023","e00326","Oncorhynchus keta",2,0,0
"2024","e00326","Oncorhynchus kisutch",2,0,0
"2025","e00326","Oncorhynchus nerka",2,0,0
"2026","e00326","Oncorhynchus tshawytscha",2,0,0
"2027","e00326","Ophiodon elongatus",2,0,0
"2028","e00326","Oxylebius pictus",2,0,0
"2029","e00326","Pholis laeta",2,0,0
"2030","e00326","Phytichthys chirus",2,0,0
"2031","e00326","Pleuronectidae 1",2,0,0
"2032","e00326","Pleuronectidae 2",2,0,0
"2033","e00326","Pleuronectidae 3",2,0,0
"2034","e00326","Pleuronichthys coenosus",2,0,0
"2035","e00326","Podothecus accipenserinus",2,0,0
"2036","e00326","Rhamphocottus richardsonii",2,0,0
"2037","e00326","Rhinogobiops nicholsii",2,0,0
"2038","e00326","Ronquilus jordani",2,0,0
"2039","e00326","Salvelinus",2,0,0
"2040","e00326","Scorpaenichthys marmoratus",2,0,0
"2041","e00326","Sebastes 1",2,0,0
"2042","e00326","Sebastes 2",2,0,0
"2043","e00326","Sebastes 3",2,0,0
"2044","e00326","Sebastes entomelas",2,0,0
"2045","e00326","Sebastes nigrocinctus",2,0,0
"2046","e00326","Sebastolobus",2,0,0
"2047","e00326","Stichaeidae",2,0,0
"2048","e00326","Stichaeus punctatus",2,0,0
"2049","e00326","Synchirus gilli",2,0,0
"2050","e00326","Syngnathus leptorhynchus",2,0,0
"2051","e00326","Xiphister",2,0,0
"2052","e00326","Zaprora silenus",2,0,0
"2053","e00327","Agonopsis vulsa",1,0,NA
"2054","e00327","Ammodytes personatus",1,0,NA
"2055","e00327","Anoplarchus",1,0,NA
"2056","e00327","Anoplopoma fimbria",1,0,NA
"2057","e00327","Apodichthys flavidus",1,0,NA
"2058","e00327","Artedius fenestralis",1,0.785548984314734,NA
"2059","e00327","Artedius harringtoni",1,0,NA
"2060","e00327","Artedius lateralis",1,0,NA
"2061","e00327","Aulorhynchus flavidus",1,0,NA
"2062","e00327","Blepsias bilobus",1,0,NA
"2063","e00327","Blepsias cirrhosus",1,0,NA
"2064","e00327","Brachyistius frenatus",1,0,NA
"2065","e00327","Chitonotus pugetensis",1,0,NA
"2066","e00327","Citharichthys sordidus",1,0,NA
"2067","e00327","Citharichthys stigmaeus",1,0,NA
"2068","e00327","Clinocottus acuticeps",1,0,NA
"2069","e00327","Clinocottus embryum",1,0,NA
"2070","e00327","Clupea pallasii",1,0.214451015685266,NA
"2071","e00327","Cottidae",1,0,NA
"2072","e00327","Cottus",1,0,NA
"2073","e00327","Cryptacanthodes giganteus",1,0,NA
"2074","e00327","Cymatogaster aggregata",1,0,NA
"2075","e00327","Embiotoca lateralis",1,0,NA
"2076","e00327","Enophrys bison",1,0,NA
"2077","e00327","Gadus",1,0,NA
"2078","e00327","Gasterosteus aculeatus",1,0,NA
"2079","e00327","Gobiesox maeandricus",1,0,NA
"2080","e00327","Hemilepidotus hemilepidotus",1,0,NA
"2081","e00327","Hexagrammos",1,0,NA
"2082","e00327","Hexagrammos decagrammus",1,0,NA
"2083","e00327","Hippoglossus stenolepis",1,0,NA
"2084","e00327","Hypomesus",1,0,NA
"2085","e00327","Lepidogobius lepidus",1,0,NA
"2086","e00327","Lepidopsetta",1,0,NA
"2087","e00327","Leptocottus armatus",1,0,NA
"2088","e00327","Liparis mucosus",1,0,NA
"2089","e00327","Lumpenus sagitta",1,0,NA
"2090","e00327","Microgadus proximus",1,0,NA
"2091","e00327","Micropterus",1,0,NA
"2092","e00327","Myoxocephalus",1,0,NA
"2093","e00327","Nautichthys oculofasciatus",1,0,NA
"2094","e00327","Oligocottus maculosus",1,0,NA
"2095","e00327","Oligocottus snyderi",1,0,NA
"2096","e00327","Oncorhynchus",1,0,NA
"2097","e00327","Oncorhynchus clarkii",1,0,NA
"2098","e00327","Oncorhynchus gorbuscha",1,0,NA
"2099","e00327","Oncorhynchus keta",1,0,NA
"2100","e00327","Oncorhynchus kisutch",1,0,NA
"2101","e00327","Oncorhynchus nerka",1,0,NA
"2102","e00327","Oncorhynchus tshawytscha",1,0,NA
"2103","e00327","Ophiodon elongatus",1,0,NA
"2104","e00327","Oxylebius pictus",1,0,NA
"2105","e00327","Pholis laeta",1,0,NA
"2106","e00327","Phytichthys chirus",1,0,NA
"2107","e00327","Pleuronectidae 1",1,0,NA
"2108","e00327","Pleuronectidae 2",1,0,NA
"2109","e00327","Pleuronectidae 3",1,0,NA
"2110","e00327","Pleuronichthys coenosus",1,0,NA
"2111","e00327","Podothecus accipenserinus",1,0,NA
"2112","e00327","Rhamphocottus richardsonii",1,0,NA
"2113","e00327","Rhinogobiops nicholsii",1,0,NA
"2114","e00327","Ronquilus jordani",1,0,NA
"2115","e00327","Salvelinus",1,0,NA
"2116","e00327","Scorpaenichthys marmoratus",1,0,NA
"2117","e00327","Sebastes 1",1,0,NA
"2118","e00327","Sebastes 2",1,0,NA
"2119","e00327","Sebastes 3",1,0,NA
"2120","e00327","Sebastes entomelas",1,0,NA
"2121","e00327","Sebastes nigrocinctus",1,0,NA
"2122","e00327","Sebastolobus",1,0,NA
"2123","e00327","Stichaeidae",1,0,NA
"2124","e00327","Stichaeus punctatus",1,0,NA
"2125","e00327","Synchirus gilli",1,0,NA
"2126","e00327","Syngnathus leptorhynchus",1,0,NA
"2127","e00327","Xiphister",1,0,NA
"2128","e00327","Zaprora silenus",1,0,NA
"2129","e00328","Agonopsis vulsa",2,0,0
"2130","e00328","Ammodytes personatus",2,0,0
"2131","e00328","Anoplarchus",2,0.0279200857483813,0.0390491508116869
"2132","e00328","Anoplopoma fimbria",2,0,0
"2133","e00328","Apodichthys flavidus",2,0,0
"2134","e00328","Artedius fenestralis",2,0,0
"2135","e00328","Artedius harringtoni",2,0,0
"2136","e00328","Artedius lateralis",2,0,0
"2137","e00328","Aulorhynchus flavidus",2,0,0
"2138","e00328","Blepsias bilobus",2,0,0
"2139","e00328","Blepsias cirrhosus",2,0,0
"2140","e00328","Brachyistius frenatus",2,0,0
"2141","e00328","Chitonotus pugetensis",2,0,0
"2142","e00328","Citharichthys sordidus",2,0,0
"2143","e00328","Citharichthys stigmaeus",2,0,0
"2144","e00328","Clinocottus acuticeps",2,0,0
"2145","e00328","Clinocottus embryum",2,0,0
"2146","e00328","Clupea pallasii",2,0.348240779991522,0.492486834035395
"2147","e00328","Cottidae",2,0,0
"2148","e00328","Cottus",2,0,0
"2149","e00328","Cryptacanthodes giganteus",2,0,0
"2150","e00328","Cymatogaster aggregata",2,0.252484861112835,0.355269023702414
"2151","e00328","Embiotoca lateralis",2,0,0
"2152","e00328","Enophrys bison",2,0,0
"2153","e00328","Gadus",2,0,0
"2154","e00328","Gasterosteus aculeatus",2,0,0
"2155","e00328","Gobiesox maeandricus",2,0,0
"2156","e00328","Hemilepidotus hemilepidotus",2,0,0
"2157","e00328","Hexagrammos",2,0,0
"2158","e00328","Hexagrammos decagrammus",2,0,0
"2159","e00328","Hippoglossus stenolepis",2,0,0
"2160","e00328","Hypomesus",2,0,0
"2161","e00328","Lepidogobius lepidus",2,0,0
"2162","e00328","Lepidopsetta",2,0,0
"2163","e00328","Leptocottus armatus",2,0,0
"2164","e00328","Liparis mucosus",2,0,0
"2165","e00328","Lumpenus sagitta",2,0,0
"2166","e00328","Microgadus proximus",2,0,0
"2167","e00328","Micropterus",2,0,0
"2168","e00328","Myoxocephalus",2,0,0
"2169","e00328","Nautichthys oculofasciatus",2,0,0
"2170","e00328","Oligocottus maculosus",2,0,0
"2171","e00328","Oligocottus snyderi",2,0,0
"2172","e00328","Oncorhynchus",2,0,0
"2173","e00328","Oncorhynchus clarkii",2,0,0
"2174","e00328","Oncorhynchus gorbuscha",2,0,0
"2175","e00328","Oncorhynchus keta",2,0,0
"2176","e00328","Oncorhynchus kisutch",2,0,0
"2177","e00328","Oncorhynchus nerka",2,0,0
"2178","e00328","Oncorhynchus tshawytscha",2,0,0
"2179","e00328","Ophiodon elongatus",2,0,0
"2180","e00328","Oxylebius pictus",2,0,0
"2181","e00328","Pholis laeta",2,0.123665521221222,0.174017831076403
"2182","e00328","Phytichthys chirus",2,0,0
"2183","e00328","Pleuronectidae 1",2,0,0
"2184","e00328","Pleuronectidae 2",2,0,0
"2185","e00328","Pleuronectidae 3",2,0,0
"2186","e00328","Pleuronichthys coenosus",2,0,0
"2187","e00328","Podothecus accipenserinus",2,0,0
"2188","e00328","Rhamphocottus richardsonii",2,0,0
"2189","e00328","Rhinogobiops nicholsii",2,0,0
"2190","e00328","Ronquilus jordani",2,0,0
"2191","e00328","Salvelinus",2,0,0
"2192","e00328","Scorpaenichthys marmoratus",2,0,0
"2193","e00328","Sebastes 1",2,7.70416024653313e-05,0.000108953279073428
"2194","e00328","Sebastes 2",2,0,0
"2195","e00328","Sebastes 3",2,0,0
"2196","e00328","Sebastes entomelas",2,0,0
"2197","e00328","Sebastes nigrocinctus",2,0,0
"2198","e00328","Sebastolobus",2,0,0
"2199","e00328","Stichaeidae",2,0,0
"2200","e00328","Stichaeus punctatus",2,0,0
"2201","e00328","Synchirus gilli",2,0,0
"2202","e00328","Syngnathus leptorhynchus",2,0.247611710323575,0.350175838941997
"2203","e00328","Xiphister",2,0,0
"2204","e00328","Zaprora silenus",2,0,0
"2205","e00330","Agonopsis vulsa",3,0.0015771407366175,0.00273168788650811
"2206","e00330","Ammodytes personatus",3,0,0
"2207","e00330","Anoplarchus",3,0.0302978934602806,0.0239281919793959
"2208","e00330","Anoplopoma fimbria",3,0.0018863840183072,0.00326731296229401
"2209","e00330","Apodichthys flavidus",3,0,0
"2210","e00330","Artedius fenestralis",3,0.104174323250845,0.0113294315691176
"2211","e00330","Artedius harringtoni",3,0,0
"2212","e00330","Artedius lateralis",3,0,0
"2213","e00330","Aulorhynchus flavidus",3,0,0
"2214","e00330","Blepsias bilobus",3,0,0
"2215","e00330","Blepsias cirrhosus",3,0,0
"2216","e00330","Brachyistius frenatus",3,0,0
"2217","e00330","Chitonotus pugetensis",3,0,0
"2218","e00330","Citharichthys sordidus",3,0,0
"2219","e00330","Citharichthys stigmaeus",3,0.000772829896293436,0.000867313792196529
"2220","e00330","Clinocottus acuticeps",3,0.00804032532393234,0.0139262519704335
"2221","e00330","Clinocottus embryum",3,0,0
"2222","e00330","Clupea pallasii",3,0.430647894933417,0.0485468348248694
"2223","e00330","Cottidae",3,0,0
"2224","e00330","Cottus",3,0,0
"2225","e00330","Cryptacanthodes giganteus",3,0,0
"2226","e00330","Cymatogaster aggregata",3,0.245359916921401,0.0409065675997557
"2227","e00330","Embiotoca lateralis",3,0.00988044189145466,0.0166336934018119
"2228","e00330","Enophrys bison",3,0,0
"2229","e00330","Gadus",3,0.0148492327896392,0.0129688587609468
"2230","e00330","Gasterosteus aculeatus",3,0,0
"2231","e00330","Gobiesox maeandricus",3,0,0
"2232","e00330","Hemilepidotus hemilepidotus",3,0,0
"2233","e00330","Hexagrammos",3,0.00139159476760367,0.00241031284103657
"2234","e00330","Hexagrammos decagrammus",3,0.0168411933637397,0.021501768027919
"2235","e00330","Hippoglossus stenolepis",3,0,0
"2236","e00330","Hypomesus",3,0,0
"2237","e00330","Lepidogobius lepidus",3,0,0
"2238","e00330","Lepidopsetta",3,0,0
"2239","e00330","Leptocottus armatus",3,0,0
"2240","e00330","Liparis mucosus",3,0,0
"2241","e00330","Lumpenus sagitta",3,0,0
"2242","e00330","Microgadus proximus",3,0,0
"2243","e00330","Micropterus",3,0.0189621684361123,0.0170247867435414
"2244","e00330","Myoxocephalus",3,0,0
"2245","e00330","Nautichthys oculofasciatus",3,0,0
"2246","e00330","Oligocottus maculosus",3,0.0330712675022939,0.0263193053417442
"2247","e00330","Oligocottus snyderi",3,0,0
"2248","e00330","Oncorhynchus",3,0,0
"2249","e00330","Oncorhynchus clarkii",3,0,0
"2250","e00330","Oncorhynchus gorbuscha",3,0,0
"2251","e00330","Oncorhynchus keta",3,0,0
"2252","e00330","Oncorhynchus kisutch",3,0,0
"2253","e00330","Oncorhynchus nerka",3,0,0
"2254","e00330","Oncorhynchus tshawytscha",3,0,0
"2255","e00330","Ophiodon elongatus",3,0,0
"2256","e00330","Oxylebius pictus",3,0,0
"2257","e00330","Pholis laeta",3,0.00593380217959532,0.00515181146041485
"2258","e00330","Phytichthys chirus",3,0,0
"2259","e00330","Pleuronectidae 1",3,0,0
"2260","e00330","Pleuronectidae 2",3,0,0
"2261","e00330","Pleuronectidae 3",3,0,0
"2262","e00330","Pleuronichthys coenosus",3,0,0
"2263","e00330","Podothecus accipenserinus",3,0,0
"2264","e00330","Rhamphocottus richardsonii",3,0,0
"2265","e00330","Rhinogobiops nicholsii",3,0,0
"2266","e00330","Ronquilus jordani",3,0,0
"2267","e00330","Salvelinus",3,0,0
"2268","e00330","Scorpaenichthys marmoratus",3,0,0
"2269","e00330","Sebastes 1",3,0,0
"2270","e00330","Sebastes 2",3,6.1848656337941e-05,0.000107125015157181
"2271","e00330","Sebastes 3",3,0.00766923338590469,0.0132835018794904
"2272","e00330","Sebastes entomelas",3,0,0
"2273","e00330","Sebastes nigrocinctus",3,0,0
"2274","e00330","Sebastolobus",3,0,0
"2275","e00330","Stichaeidae",3,0,0
"2276","e00330","Stichaeus punctatus",3,0,0
"2277","e00330","Synchirus gilli",3,0,0
"2278","e00330","Syngnathus leptorhynchus",3,0.0643053485204415,0.014304112864738
"2279","e00330","Xiphister",3,0,0
"2280","e00330","Zaprora silenus",3,0.00427715996578272,0.00740825837283523
"2281","e00331","Agonopsis vulsa",3,0,0
"2282","e00331","Ammodytes personatus",3,0,0
"2283","e00331","Anoplarchus",3,0,0
"2284","e00331","Anoplopoma fimbria",3,0,0
"2285","e00331","Apodichthys flavidus",3,0,0
"2286","e00331","Artedius fenestralis",3,0,0
"2287","e00331","Artedius harringtoni",3,0,0
"2288","e00331","Artedius lateralis",3,0,0
"2289","e00331","Aulorhynchus flavidus",3,0,0
"2290","e00331","Blepsias bilobus",3,0,0
"2291","e00331","Blepsias cirrhosus",3,0,0
"2292","e00331","Brachyistius frenatus",3,0,0
"2293","e00331","Chitonotus pugetensis",3,0,0
"2294","e00331","Citharichthys sordidus",3,0,0
"2295","e00331","Citharichthys stigmaeus",3,0,0
"2296","e00331","Clinocottus acuticeps",3,0.041042503958105,0.0710877021252846
"2297","e00331","Clinocottus embryum",3,0,0
"2298","e00331","Clupea pallasii",3,0.419906268965501,0.194841406791264
"2299","e00331","Cottidae",3,0,0
"2300","e00331","Cottus",3,0,0
"2301","e00331","Cryptacanthodes giganteus",3,0,0
"2302","e00331","Cymatogaster aggregata",3,0.296408498994228,0.198112688993004
"2303","e00331","Embiotoca lateralis",3,0,0
"2304","e00331","Enophrys bison",3,0.0312099350888574,0.0539734357669773
"2305","e00331","Gadus",3,0.0108267716535433,0.0187525185858835
"2306","e00331","Gasterosteus aculeatus",3,0,0
"2307","e00331","Gobiesox maeandricus",3,0,0
"2308","e00331","Hemilepidotus hemilepidotus",3,0,0
"2309","e00331","Hexagrammos",3,0.020997375328084,0.0363685208938347
"2310","e00331","Hexagrammos decagrammus",3,0.0391125686620752,0.0278927359072995
"2311","e00331","Hippoglossus stenolepis",3,0,0
"2312","e00331","Hypomesus",3,0,0
"2313","e00331","Lepidogobius lepidus",3,0,0
"2314","e00331","Lepidopsetta",3,0,0
"2315","e00331","Leptocottus armatus",3,0,0
"2316","e00331","Liparis mucosus",3,0,0
"2317","e00331","Lumpenus sagitta",3,0,0
"2318","e00331","Microgadus proximus",3,0,0
"2319","e00331","Micropterus",3,0.0143580076084024,0.0125935118259138
"2320","e00331","Myoxocephalus",3,0,0
"2321","e00331","Nautichthys oculofasciatus",3,0,0
"2322","e00331","Oligocottus maculosus",3,0,0
"2323","e00331","Oligocottus snyderi",3,0,0
"2324","e00331","Oncorhynchus",3,0,0
"2325","e00331","Oncorhynchus clarkii",3,0,0
"2326","e00331","Oncorhynchus gorbuscha",3,0,0
"2327","e00331","Oncorhynchus keta",3,0.0128587705053143,0.012088519675097
"2328","e00331","Oncorhynchus kisutch",3,0,0
"2329","e00331","Oncorhynchus nerka",3,0,0
"2330","e00331","Oncorhynchus tshawytscha",3,0.021215801758939,0.0184465476126707
"2331","e00331","Ophiodon elongatus",3,0,0
"2332","e00331","Oxylebius pictus",3,0,0
"2333","e00331","Pholis laeta",3,0.0477111049818677,0.0528250709307196
"2334","e00331","Phytichthys chirus",3,0,0
"2335","e00331","Pleuronectidae 1",3,0,0
"2336","e00331","Pleuronectidae 2",3,0,0
"2337","e00331","Pleuronectidae 3",3,0,0
"2338","e00331","Pleuronichthys coenosus",3,0,0
"2339","e00331","Podothecus accipenserinus",3,0,0
"2340","e00331","Rhamphocottus richardsonii",3,0,0
"2341","e00331","Rhinogobiops nicholsii",3,0,0
"2342","e00331","Ronquilus jordani",3,0,0
"2343","e00331","Salvelinus",3,0,0
"2344","e00331","Scorpaenichthys marmoratus",3,0,0
"2345","e00331","Sebastes 1",3,0.0149624326851762,0.0259156936155545
"2346","e00331","Sebastes 2",3,3.22466221663281e-05,5.5852787964557e-05
"2347","e00331","Sebastes 3",3,0.0114797974912128,0.0198835925153823
"2348","e00331","Sebastes entomelas",3,0,0
"2349","e00331","Sebastes nigrocinctus",3,0,0
"2350","e00331","Sebastolobus",3,0,0
"2351","e00331","Stichaeidae",3,0,0
"2352","e00331","Stichaeus punctatus",3,0,0
"2353","e00331","Synchirus gilli",3,0,0
"2354","e00331","Syngnathus leptorhynchus",3,0.0178779156965269,0.0187757877092236
"2355","e00331","Xiphister",3,0,0
"2356","e00331","Zaprora silenus",3,0,0
"2357","e00334","Agonopsis vulsa",2,0,0
"2358","e00334","Ammodytes personatus",2,0,0
"2359","e00334","Anoplarchus",2,0.029129819032279,0.0398595203615782
"2360","e00334","Anoplopoma fimbria",2,0,0
"2361","e00334","Apodichthys flavidus",2,0,0
"2362","e00334","Artedius fenestralis",2,0.0201868271057631,0.028548484674251
"2363","e00334","Artedius harringtoni",2,0,0
"2364","e00334","Artedius lateralis",2,0.00142495250158328,0.00201518715347654
"2365","e00334","Aulorhynchus flavidus",2,0,0
"2366","e00334","Blepsias bilobus",2,0,0
"2367","e00334","Blepsias cirrhosus",2,0,0
"2368","e00334","Brachyistius frenatus",2,0,0
"2369","e00334","Chitonotus pugetensis",2,0,0
"2370","e00334","Citharichthys sordidus",2,0,0
"2371","e00334","Citharichthys stigmaeus",2,0,0
"2372","e00334","Clinocottus acuticeps",2,0,0
"2373","e00334","Clinocottus embryum",2,0,0
"2374","e00334","Clupea pallasii",2,0.570054055940917,0.153705358838475
"2375","e00334","Cottidae",2,0,0
"2376","e00334","Cottus",2,0.0106871437618746,0.0151139036510741
"2377","e00334","Cryptacanthodes giganteus",2,0,0
"2378","e00334","Cymatogaster aggregata",2,0.0325364154528182,0.0460134400043811
"2379","e00334","Embiotoca lateralis",2,0.00379987333755541,0.00537383240927079
"2380","e00334","Enophrys bison",2,0,0
"2381","e00334","Gadus",2,0.00379987333755541,0.00537383240927079
"2382","e00334","Gasterosteus aculeatus",2,0,0
"2383","e00334","Gobiesox maeandricus",2,0,0
"2384","e00334","Hemilepidotus hemilepidotus",2,0,0
"2385","e00334","Hexagrammos",2,0.0123495883470551,0.0174649553301301
"2386","e00334","Hexagrammos decagrammus",2,0,0
"2387","e00334","Hippoglossus stenolepis",2,0,0
"2388","e00334","Hypomesus",2,0,0
"2389","e00334","Lepidogobius lepidus",2,0,0
"2390","e00334","Lepidopsetta",2,0,0
"2391","e00334","Leptocottus armatus",2,0,0
"2392","e00334","Liparis mucosus",2,0,0
"2393","e00334","Lumpenus sagitta",2,0.00015748031496063,0.000222710797224109
"2394","e00334","Microgadus proximus",2,0,0
"2395","e00334","Micropterus",2,0,0
"2396","e00334","Myoxocephalus",2,0,0
"2397","e00334","Nautichthys oculofasciatus",2,0,0
"2398","e00334","Oligocottus maculosus",2,0.0968509173053812,0.0950967699259769
"2399","e00334","Oligocottus snyderi",2,0,0
"2400","e00334","Oncorhynchus",2,0,0
"2401","e00334","Oncorhynchus clarkii",2,0,0
"2402","e00334","Oncorhynchus gorbuscha",2,0.0122704243191894,0.0173530004882702
"2403","e00334","Oncorhynchus keta",2,0.0121912602913236,0.0172410456464104
"2404","e00334","Oncorhynchus kisutch",2,0,0
"2405","e00334","Oncorhynchus nerka",2,0.0058581380620646,0.00828465829762579
"2406","e00334","Oncorhynchus tshawytscha",2,0,0
"2407","e00334","Ophiodon elongatus",2,0,0
"2408","e00334","Oxylebius pictus",2,0,0
"2409","e00334","Pholis laeta",2,0.0393445218492717,0.0556415564043246
"2410","e00334","Phytichthys chirus",2,0,0
"2411","e00334","Pleuronectidae 1",2,0,0
"2412","e00334","Pleuronectidae 2",2,0,0
"2413","e00334","Pleuronectidae 3",2,0,0
"2414","e00334","Pleuronichthys coenosus",2,0,0
"2415","e00334","Podothecus accipenserinus",2,0,0
"2416","e00334","Rhamphocottus richardsonii",2,0,0
"2417","e00334","Rhinogobiops nicholsii",2,0.0332488917036099,0.0470210335811194
"2418","e00334","Ronquilus jordani",2,0,0
"2419","e00334","Salvelinus",2,0,0
"2420","e00334","Scorpaenichthys marmoratus",2,0,0
"2421","e00334","Sebastes 1",2,0.0135370487650412,0.0191442779580272
"2422","e00334","Sebastes 2",2,0.000316656111462951,0.000447819367439232
"2423","e00334","Sebastes 3",2,0.0960813182867658,0.0846041858400381
"2424","e00334","Sebastes entomelas",2,0,0
"2425","e00334","Sebastes nigrocinctus",2,0,0
"2426","e00334","Sebastolobus",2,0,0
"2427","e00334","Stichaeidae",2,0,0
"2428","e00334","Stichaeus punctatus",2,0,0
"2429","e00334","Synchirus gilli",2,0,0
"2430","e00334","Syngnathus leptorhynchus",2,0.00617479417352755,0.00873247766506503
"2431","e00334","Xiphister",2,0,0
"2432","e00334","Zaprora silenus",2,0,0
"2433","e00335","Agonopsis vulsa",3,0,0
"2434","e00335","Ammodytes personatus",3,0,0
"2435","e00335","Anoplarchus",3,0.0765725655201657,0.0688628105650066
"2436","e00335","Anoplopoma fimbria",3,0,0
"2437","e00335","Apodichthys flavidus",3,0.0133751651254954,0.0231664655569814
"2438","e00335","Artedius fenestralis",3,0.0438746438746439,0.0759931123548738
"2439","e00335","Artedius harringtoni",3,0,0
"2440","e00335","Artedius lateralis",3,0.0124394539850286,0.0215457663204847
"2441","e00335","Aulorhynchus flavidus",3,0,0
"2442","e00335","Blepsias bilobus",3,0,0
"2443","e00335","Blepsias cirrhosus",3,0,0
"2444","e00335","Brachyistius frenatus",3,0,0
"2445","e00335","Chitonotus pugetensis",3,0,0
