"","bay_year","name","value","bay_year2","intx","habitat","type","place_name","date","julian","latitude","longitude","year"
"2961","2021_NICH_B_2","Embiotoca lateralis",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2962","2021_NICH_B_2","Enophrys bison",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2963","2021_NICH_B_2","Gadus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2964","2021_NICH_B_2","Gasterosteus aculeatus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2965","2021_NICH_B_2","Gobiesox maeandricus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2966","2021_NICH_B_2","Hemilepidotus spp.",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2967","2021_NICH_B_2","Hexagrammos",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2968","2021_NICH_B_2","Hexagrammos decagrammus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2969","2021_NICH_B_2","Hippoglossus stenolepis",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2970","2021_NICH_B_2","Hypomesus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2971","2021_NICH_B_2","Lepidogobius lepidus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2972","2021_NICH_B_2","Lepidopsetta",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2973","2021_NICH_B_2","Liparis mucosus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2974","2021_NICH_B_2","Lumpenus sagitta",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2975","2021_NICH_B_2","Microgadus proximus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2976","2021_NICH_B_2","Myoxocephalus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2977","2021_NICH_B_2","Nautichthys oculofasciatus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2978","2021_NICH_B_2","Oligocottus maculosus",0.085592487778505,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2979","2021_NICH_B_2","Oligocottus snyderi",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2980","2021_NICH_B_2","Oncorhynchus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2981","2021_NICH_B_2","Oncorhynchus clarkii",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2982","2021_NICH_B_2","Oncorhynchus tshawytscha",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2983","2021_NICH_B_2","Ophiodon elongatus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2984","2021_NICH_B_2","Oxylebius pictus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2985","2021_NICH_B_2","Pholis laeta",0.190544628732652,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2986","2021_NICH_B_2","Phytichthys chirus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2987","2021_NICH_B_2","Pleuronectidae 1",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2988","2021_NICH_B_2","Pleuronectidae 2",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2989","2021_NICH_B_2","Pleuronectidae 3",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2990","2021_NICH_B_2","Pleuronichthys coenosus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2991","2021_NICH_B_2","Podothecus accipenserinus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2992","2021_NICH_B_2","Rhamphocottus richardsonii",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2993","2021_NICH_B_2","Rhinogobiops nicholsii",0.0190836460211185,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2994","2021_NICH_B_2","Ronquilus jordani",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2995","2021_NICH_B_2","Salvelinus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2996","2021_NICH_B_2","Scorpaenichthys marmoratus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2997","2021_NICH_B_2","Sebastes 1",0.0169040835707502,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2998","2021_NICH_B_2","Sebastes 2",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"2999","2021_NICH_B_2","Sebastes 3",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3000","2021_NICH_B_2","Sebastolobus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3001","2021_NICH_B_2","Stichaeidae",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3002","2021_NICH_B_2","Stichaeus punctatus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3003","2021_NICH_B_2","Synchirus gilli",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3004","2021_NICH_B_2","Syngnathus leptorhynchus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3005","2021_NICH_B_2","Xiphister",0.0167141500474834,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3006","2021_NICH_B_2","Zaprora silenus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3007","2021_NICH_B_2","Mallotus villosus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3008","2021_NICH_B_2","Pallasina barbata",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3009","2021_NICH_B_2","Trichodon trichodon",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3010","2021_NICH_B_2","Enophrys lucasi",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3011","2021_NICH_B_3","Agonopsis vulsa",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3012","2021_NICH_B_3","Ammodytes personatus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3013","2021_NICH_B_3","Anoplarchus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3014","2021_NICH_B_3","Anoplopoma fimbria",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3015","2021_NICH_B_3","Apodichthys flavidus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3016","2021_NICH_B_3","Artedius spp.",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3017","2021_NICH_B_3","Aulorhynchus flavidus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3018","2021_NICH_B_3","Blepsias bilobus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3019","2021_NICH_B_3","Blepsias cirrhosus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3020","2021_NICH_B_3","Brachyistius frenatus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3021","2021_NICH_B_3","Chitonotus pugetensis",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3022","2021_NICH_B_3","Citharichthys sordidus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3023","2021_NICH_B_3","Citharichthys stigmaeus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3024","2021_NICH_B_3","Clinocottus acuticeps",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3025","2021_NICH_B_3","Clinocottus embryum",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3026","2021_NICH_B_3","Clupea pallasii",0.387765957446809,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3027","2021_NICH_B_3","Cottus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3028","2021_NICH_B_3","Cottus_Leptocottus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3029","2021_NICH_B_3","Cryptacanthodes giganteus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3030","2021_NICH_B_3","Cymatogaster aggregata",0.0478723404255319,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3031","2021_NICH_B_3","Embiotoca lateralis",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3032","2021_NICH_B_3","Enophrys bison",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3033","2021_NICH_B_3","Gadus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3034","2021_NICH_B_3","Gasterosteus aculeatus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3035","2021_NICH_B_3","Gobiesox maeandricus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3036","2021_NICH_B_3","Hemilepidotus spp.",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3037","2021_NICH_B_3","Hexagrammos",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3038","2021_NICH_B_3","Hexagrammos decagrammus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3039","2021_NICH_B_3","Hippoglossus stenolepis",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3040","2021_NICH_B_3","Hypomesus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3041","2021_NICH_B_3","Lepidogobius lepidus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3042","2021_NICH_B_3","Lepidopsetta",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3043","2021_NICH_B_3","Liparis mucosus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3044","2021_NICH_B_3","Lumpenus sagitta",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3045","2021_NICH_B_3","Microgadus proximus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3046","2021_NICH_B_3","Myoxocephalus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3047","2021_NICH_B_3","Nautichthys oculofasciatus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3048","2021_NICH_B_3","Oligocottus maculosus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3049","2021_NICH_B_3","Oligocottus snyderi",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3050","2021_NICH_B_3","Oncorhynchus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3051","2021_NICH_B_3","Oncorhynchus clarkii",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3052","2021_NICH_B_3","Oncorhynchus tshawytscha",0.5,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3053","2021_NICH_B_3","Ophiodon elongatus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3054","2021_NICH_B_3","Oxylebius pictus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3055","2021_NICH_B_3","Pholis laeta",0.0643617021276596,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3056","2021_NICH_B_3","Phytichthys chirus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3057","2021_NICH_B_3","Pleuronectidae 1",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3058","2021_NICH_B_3","Pleuronectidae 2",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3059","2021_NICH_B_3","Pleuronectidae 3",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3060","2021_NICH_B_3","Pleuronichthys coenosus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3061","2021_NICH_B_3","Podothecus accipenserinus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3062","2021_NICH_B_3","Rhamphocottus richardsonii",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3063","2021_NICH_B_3","Rhinogobiops nicholsii",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3064","2021_NICH_B_3","Ronquilus jordani",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3065","2021_NICH_B_3","Salvelinus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3066","2021_NICH_B_3","Scorpaenichthys marmoratus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3067","2021_NICH_B_3","Sebastes 1",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3068","2021_NICH_B_3","Sebastes 2",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3069","2021_NICH_B_3","Sebastes 3",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3070","2021_NICH_B_3","Sebastolobus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3071","2021_NICH_B_3","Stichaeidae",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3072","2021_NICH_B_3","Stichaeus punctatus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3073","2021_NICH_B_3","Synchirus gilli",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3074","2021_NICH_B_3","Syngnathus leptorhynchus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3075","2021_NICH_B_3","Xiphister",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3076","2021_NICH_B_3","Zaprora silenus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3077","2021_NICH_B_3","Mallotus villosus",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3078","2021_NICH_B_3","Pallasina barbata",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3079","2021_NICH_B_3","Trichodon trichodon",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3080","2021_NICH_B_3","Enophrys lucasi",0,"NICH_B_2021","kelp_edna","kelp","edna","Nichols Bay",2021-06-25,176,54.726046,-132.124284,2021
"3081","2021_REEF_A_1","Agonopsis vulsa",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3082","2021_REEF_A_1","Ammodytes personatus",0.234418970040973,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3083","2021_REEF_A_1","Anoplarchus",0.0703960667288201,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3084","2021_REEF_A_1","Anoplopoma fimbria",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3085","2021_REEF_A_1","Apodichthys flavidus",0.0021226839359597,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3086","2021_REEF_A_1","Artedius spp.",0.00516279906457996,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3087","2021_REEF_A_1","Aulorhynchus flavidus",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3088","2021_REEF_A_1","Blepsias bilobus",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3089","2021_REEF_A_1","Blepsias cirrhosus",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3090","2021_REEF_A_1","Brachyistius frenatus",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3091","2021_REEF_A_1","Chitonotus pugetensis",0.0170701801285031,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3092","2021_REEF_A_1","Citharichthys sordidus",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3093","2021_REEF_A_1","Citharichthys stigmaeus",0.00210469508904479,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3094","2021_REEF_A_1","Clinocottus acuticeps",0.0277856480110305,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3095","2021_REEF_A_1","Clinocottus embryum",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3096","2021_REEF_A_1","Clupea pallasii",0.354365162344447,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3097","2021_REEF_A_1","Cottus",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3098","2021_REEF_A_1","Cottus_Leptocottus",0.00286022665947113,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3099","2021_REEF_A_1","Cryptacanthodes giganteus",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3100","2021_REEF_A_1","Cymatogaster aggregata",7.0016979117436e-05,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3101","2021_REEF_A_1","Embiotoca lateralis",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3102","2021_REEF_A_1","Enophrys bison",0.00196078431372549,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3103","2021_REEF_A_1","Gadus",0.0574145351839617,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3104","2021_REEF_A_1","Gasterosteus aculeatus",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3105","2021_REEF_A_1","Gobiesox maeandricus",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3106","2021_REEF_A_1","Hemilepidotus spp.",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3107","2021_REEF_A_1","Hexagrammos",0.00100737542723511,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3108","2021_REEF_A_1","Hexagrammos decagrammus",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3109","2021_REEF_A_1","Hippoglossus stenolepis",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3110","2021_REEF_A_1","Hypomesus",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3111","2021_REEF_A_1","Lepidogobius lepidus",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3112","2021_REEF_A_1","Lepidopsetta",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3113","2021_REEF_A_1","Liparis mucosus",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3114","2021_REEF_A_1","Lumpenus sagitta",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3115","2021_REEF_A_1","Microgadus proximus",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3116","2021_REEF_A_1","Myoxocephalus",0.00518078791149487,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3117","2021_REEF_A_1","Nautichthys oculofasciatus",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3118","2021_REEF_A_1","Oligocottus maculosus",0.0245974474768037,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3119","2021_REEF_A_1","Oligocottus snyderi",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3120","2021_REEF_A_1","Oncorhynchus",0.0773860010120597,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3121","2021_REEF_A_1","Oncorhynchus clarkii",1.79888469149128e-05,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3122","2021_REEF_A_1","Oncorhynchus tshawytscha",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3123","2021_REEF_A_1","Ophiodon elongatus",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3124","2021_REEF_A_1","Oxylebius pictus",0,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
"3125","2021_REEF_A_1","Pholis laeta",0.0439086630387714,"REEF_A_2021","eelgrass_edna","eelgrass","edna","Reef harbor",2021-06-10,161,54.9684,-131.2492,2021
