"","Agonopsis vulsa","Ammodytes personatus","Anoplarchus","Anoplopoma fimbria","Apodichthys flavidus","Artedius spp.","Aulorhynchus flavidus","Blepsias bilobus","Blepsias cirrhosus","Brachyistius frenatus","Chitonotus pugetensis","Citharichthys sordidus","Citharichthys stigmaeus","Clinocottus acuticeps","Clinocottus embryum","Clupea pallasii","Cottus","Cottus_Leptocottus","Cryptacanthodes giganteus","Cymatogaster aggregata","Embiotoca lateralis","Enophrys bison","Gadus","Gasterosteus aculeatus","Gobiesox maeandricus","Hemilepidotus spp.","Hexagrammos","Hexagrammos decagrammus","Hippoglossus stenolepis","Hypomesus","Lepidogobius lepidus","Lepidopsetta","Liparis mucosus","Lumpenus sagitta","Microgadus proximus","Myoxocephalus","Nautichthys oculofasciatus","Oligocottus maculosus","Oligocottus snyderi","Oncorhynchus","Oncorhynchus clarkii","Oncorhynchus tshawytscha","Ophiodon elongatus","Oxylebius pictus","Pholis laeta","Phytichthys chirus","Pleuronectidae 1","Pleuronectidae 2","Pleuronectidae 3","Pleuronichthys coenosus","Podothecus accipenserinus","Rhamphocottus richardsonii","Rhinogobiops nicholsii","Ronquilus jordani","Salvelinus","Scorpaenichthys marmoratus","Sebastes 1","Sebastes 2","Sebastes 3","Sebastolobus","Stichaeidae","Stichaeus punctatus","Synchirus gilli","Syngnathus leptorhynchus","Xiphister","Zaprora silenus","Mallotus villosus","Pallasina barbata","Trichodon trichodon","Enophrys lucasi"
"2021_KAHS_A_2",0,0.0129228394543833,0.0982450855615432,0,0.0326096435781501,0.00607030513639592,1.98403693720676e-05,0,0,0,0,0,0,0.0930791876819745,0,0.0891144625077137,0,0,0,0.0109294748773636,0,0.0820714986683845,0,0,0,0,0.000137949807624625,0,0,0,0,0.0214883258939085,0,0,0,0.170823242376329,0,0.0815706559924509,0,0.0108710836831066,0,0,0,0,0.243408900125052,0,0,0.00623642704818794,0.0384388108948397,0,0,0,0,0,0.00196226634322008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021_KAHS_A_3",0,0.0203086613372051,0.0997508968790878,0,0.0662534063318723,0.00999086189134253,0.0329771840436577,0,0,0,0.0668145059358898,0,0.00206608123178454,0.071167433479529,0,0.184025042389507,0.00230815190870642,0.00403990102422894,0,0.0517098157143438,0,0.0649401341134902,0.00942356625405577,0,0,0.028053550160878,0.00779879849519765,0,0,0,0,0,0,0,0,0,0,0.0498507630311343,0,0.0297269783445587,0,0.000269688221160945,0,0,0.147071242107431,0,0,0.0259565408586736,0,0,0,0,0.00394334134834935,0,0,0,0.0215534548979158,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAHS_A_2021",0,0,0,0,0.201749972995141,0.0233478840939772,0.00879699594302137,0,0.0134499981996761,0,0,0,0,0,0,0,0,0.00236849001058053,0,0.0632734749180431,0,0.035662688695111,0.0199231876553015,0.00110514980776913,0,0.10940668239606,0.0271876968956019,0,0,0,0,0.201749972995141,0,0,0,0.0895962081773561,0,0,0,0.00131026388795916,0,0,0,0,0.0634996095294104,0,0.0372983143352362,0,0,0.0155708973425579,0,0,0,0,0,0,0.0588187681221723,0,0,0,0,0,0,0.0258837439998837,0,0,0,0,0,0
"2021_KAHS_B_1",0,0.0396249590725678,0.255187324774515,0,0,0.0111670492389224,0,0,0,0,0,0,0,0,0,0.116189520887158,0,0,0,0.0125547510771562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229078165176829,0,0.055259958410737,0,0.00384263950340118,0,0,0.100645515402814,0.0281467023814505,0,0,0,0,0,0,0.00137488936360226,0,3.4335511617738e-05,0,0,0,0,0,0,0,0,0,0.353064537858375,0,0,0,0,0
"2021_KAHS_B_2",0,0.0313030337110526,0.0200348226343583,0,0,0.00686818486111197,0,0,0,0,0,0,0,0.19796358487681,0.19796358487681,0.048850386486894,1.40365146747175e-05,0,0,0.00478261358829801,0,2.72656761398959e-05,0,0,0,0,0,0.039916655899267,0.0170832692448256,0,0,0.00327129734970757,0,4.56024706762546e-06,0,0.0120656349764367,0,0.0569549427227215,0.19796358487681,0.0372854783279003,0,0.00201441094294098,0,0,0.0539735375838131,0,0,0,0.000267548697994328,0,0,0,0.00762648914888885,0,0.0267762503276376,0,0.00480474313797774,0,0,0,0,0,0,0,0.0321840832898607,0,0,0,0,0
"2021_KAHS_B_3",0,0.0852063967158937,0.0292822828988256,0,0,0.00664568560072368,0,0,0,0.0532303139696661,0,0,0,0.0441665674083008,0,0.199649067739947,0,0,0,0.0307456808727397,0,0.00402555366258229,0,0.00118326901487205,0,0.0208854729516541,0,0,0,0,0,0,0,6.56455092280681e-05,0,0,0,0.00121869848001151,0,0.200629586110944,0,0.0166046273653332,0,0,0.0800403357718115,0,0.0154786057441938,0.0644254239545258,0.0831573608280581,0,0,0,0.0130203476281729,0,0.00366297687071404,0,0.0237382209771193,0,0,0,0,0,0,0,0.0229378799246828,0,0,0,0,0
"KAHS_B_2021",0,0.0285257518845906,0.0132569618600446,0,0.0567672871859723,0.00231864634849065,0,0,0.0681207446231668,0.247954653334236,0,0,0.0110330644104736,0,0,0,0,0.0039985954089115,0,0.193487518698221,0,0.0361244495814678,0,0,0,0,0.0152998463859519,0.0347509764026711,0,0,0,0.10218111693475,0,0,0,0,0,0,0,0,0,0,0,0,0.0134003756611654,0,0,0,0,0,0.141748576811025,0,0,0,0,0,0.0310314344688619,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022_KARH_A_1",0,0,0.0322324301625708,0,0,0.0291107925665662,0,0,0,0,0,0,0.00181014140441493,0.077177445285167,0,2.10123680530895e-05,0,0.0363000208838382,0,0.0381099782143331,0,0.151168159963476,0.00761272019202778,0,0,0,0.0888664570577468,0.224874362904163,0,0,0,0,0,0.0127460881501066,0,0.114870093189318,0,0.00309920865842787,0,0.0051645697694045,0,0,0.0130991495197503,0,0.101154341493147,0,0,0.0319254157164244,0,0,0,0,0,0,0,0,0,0,0.0306576125010647,0,0,0,0,0,0,0,0,0,0,0
"2022_KARH_A_2",0,0,0.11474774721395,0,0,0.061746521017647,0,0,0,0,0,0,0,0,0,0.00315297823250786,0,0,0,0.0342648712673228,0,0,0,0.0204344486663265,0,0,0.115078177328129,0,0,0,0,0,0,0.0478210262673979,0,0.0974821715829978,0,0.384990926519985,0,0.000317015970943731,0,0,0,0,0.11228826903122,0,0,0,0,0,0,0,0,0,0.0076758469015734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022_KARH_A_3",0,0,0.183538122791328,0,0,0.00830084823496193,0,0,0,0,0,0.0931892391587961,0,0,0,0.0155059656301751,0,0,0,0.00651552239819555,0,0,0,0,0,0.251332959390201,0.021310763019933,0,0,0,0,0,0,0,0,0,0,0.199551348829272,0,0.00641513812169269,0,0,0,0,0.214340092425444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KARH_A_2022",0,0,0.00280122136024938,0,0.0719702172070165,0.0627116034272126,0,0,0.0383841158437421,0.0174644306044834,0,0,0,0,0,0,0,0.00084491084674512,0,0.00723992497984145,0,0,0.00203062677987178,0.00394239813421696,0,0.0936686840137497,0.142247017538574,0.212945482839487,0,0,0,0,0,0.0109256942818836,0,0.0461668029989778,0,0,0,0.000467410107743616,0,0,0.0322857049152971,0,0.189712173012078,0,0,0.00211677109432401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427683977921375,0.019306412222369,0,0,0,0,0,0
"2022_KLWA_A_1",0,0,0.0350318502026749,0,0,0,0,0,0,0,0,0,0,0,0,0.0172879374833888,0.0300157739259621,0,0,0.186702024022006,0,0,0,0.37655315877687,0,0,0,0,0,0,0,0.0795439281067272,0,0.022311390026478,0,0,0,0,0,0.153957122773719,0,0,0,0,0.0328662145342511,0,0,0,0,0,0,0,0,0,0.0487805994306891,0,0,0,0,0,0,0,0,0.0169500007172335,0,0,0,0,0,0
"2022_KLWA_A_2",0,0,0,0,0,0.00774949223185831,0,0,0,0,0,0,0,0,0,0.0216751196541045,0.00987921996905465,0.00212818463984971,0,0.0510297175469328,0,0,0,0.303000512590797,0,0,0,0,0.126026721383063,0,0,0,0,0.0047273130892831,0,0,0,2.21108454603527e-05,0,0.170438351460707,0,0,0.0168980439518455,0,0.037153657534833,0,0,0,0.143908733863894,0,0,0,0,0,0.0540884247751633,0,0,0,0.0512743964631528,0,0,0,0,0,0,0,0,0,0,0
"2022_KLWA_A_3",0,0.00172071133656875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00412101478381387,0.0389088582720601,0,0.0693461272996356,0,0.0227127179108073,0,0.222209526696987,0,0,0,0,0.213444295270193,0,0.302958214012602,0,0,0.00271745140044015,0,0,0,0.00672547437684842,0,0.0272083173652382,0,0,0,0,0.0532425672379619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346847240368437,0,0,0,0,0,0,0,0,0,0,0
"KLWA_A_2022",0,0,0,0,0,0,0.0310714788095057,0,0,0,0,0,0,0,0,0,0,0.00386106388262582,0,0.156991217554369,0,0,0,0.684605176999036,0,0,0,0,0,0,0,0,0,0.0242075695682168,0,0,0,0,0,0,0,0,0,0,0.0359429730163869,0,0,0.00322439874438267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060096121425477,0,0,0,0,0,0
"2021_MOIR_A_1",0,0,0.0745105663130514,0,0,7.35385971692883e-06,0.0064905337449258,0,0,0,0,0,0.00194209273985574,0.0458716228584188,0,0.176140277498537,0.0809415255455769,0.00235051269295063,0,0.286997535030897,0,0,0,0.012973982257145,0,0,0.00218363683787921,0,0,0,0,0.00765233583560832,0,0.00377972823048772,0,0,0,0.00487300793414315,0,0.00164169079358213,0.0336067481903059,0,0,0,0.00881135108888846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00617372420160294,0,0.243051774346427,0,0,0,0
"2021_MOIR_A_2",0,0,0.0441609642888653,0,0,0,0,0,0,0,0,0,0,0.0717562145860347,0,0.265409050018192,0.174161437867036,0.0122795986007484,0,0.377934092187697,0,0,0,0.0140961081544604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00941473336913213,0,0.0215986643430283,0,0,0,0,0.0091891365848057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021_MOIR_A_3",0,0,0.051531468461066,0,0.00036577664101317,1.49400599375116e-05,0,0,0,0.0580030167097308,0,0,0,0,0,0.246463659425815,0.135983898831745,0.0146154013818443,0,0.383557182869939,0,0,0,0.0413610336676677,0,0,0.0151607167579732,0,0,0,0,0,0,0,0,0,0,0.04426673111638,0,0.00418446242880465,0,0,0,0,0.00180414101034563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00268757063773747,0,0,0,0,0,0
"MOIR_A_2021",0,0,0,0,0,0,0.0854873679660591,0,0,0,0,0,0,0,0,0,0,0.0434755939197626,0,0.0438278108270161,0,0.061611120905053,0.0215121526229232,0.044151749943243,0,0,0.327809108483687,0,0,0,0,0,0,0.0631337186312098,0,0.0752437108104772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233747665890569,0,0,0,0,0,0
"2021_MOIR_B_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914852893997691,0,0,0,0.0851471060023091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021_MOIR_B_2",0,0,0,0,0,0.823417319500318,0,0,0,0,0,0,0,0,0,0.176582680499682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2021_MOIR_B_3",0,0,0.12136286304514,0,0,0,0,0,0,0,0,0,0,0,0,0.207975640230775,0,0,0,0.166856113655012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181121251177984,0,0,0,0,0,0,0,0,0,0,0,0.000156776950894812,0,0,0,0,0,0,0.322527354940195,0,0,0,0,0,0
"MOIR_B_2021",0,0,0,0,0,0.0568103814078401,0,0,0,0,0,0,0,0,0,0,0,0.0139959575011623,0,0.860670078688185,0,0,0.0168186775097591,0.00653058686034446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312694949223573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139048231103519,0,0,0,0,0,0
"2022_NATZ_A_1",0,0,0,0,0,0,0,0,0,0,0,0,0.130559220699622,0,0,0,0,0.500450488947215,0,0,0,0,0,0.368747543816422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000242746536740594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022_NATZ_A_2",0,0,0,0,0,0,0,0.389893638798779,0,0,0,0,0.00588024774160927,0.130137071331046,0,0,0,0.0120233068323388,0,0.0443275655188685,0,0,0,0.219154189143034,0,0,0,0,0,0,0,0,0,0.0526244893421259,0,0,0,0,0,0,0,0.0187178022821133,0,0,0.127241689010085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022_NATZ_A_3",0,0,0.109814884532835,0,0,0.00491511926905207,0,0,0,0,0,0,0.0188095880231547,0,0,0.000405081939196052,5.38558292715582e-05,0.0631554833666754,0,0.120796125777941,0,0.000230508618708684,0,0.460514901121843,0,0,0,0,0,0,0,0.141740717162128,0,0.0325151685621513,0,0.000522274564134415,0,0.000270547229120975,0,0,0,0,0,0,0.0462557440037871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NATZ_A_2022",0,0,0,0,0,0.00382055613308344,0.0109478211532991,0,0,0,0,0,0,0,0,0,0,0.00346773525700069,0,0.00681686667671218,0,0.0020885671866045,0,0.4946419753502,0,0,0,0,0,0,0.293931379385978,0.00147692304237903,0,0.119850193036765,0,0,0,0,0,0,0,0,0,0,0.0275037896840281,0,0,0.000868778260222957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254941482568875,0,0,0,0.00909126657683905,0,0
"2022_NFEI_A_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159695504586566,0,0.0199533735861041,0,0.0066173513181484,0,0,0,0.0447067665027771,0,0,0.0446299533372518,0,0,0,0,0.0718584421699449,0,0.0261281412816476,0,0.163088516558706,0,0.0238261735085593,0,0.46945349206647,0,0,0,0,0.0990875292444628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146807099672712,0,0,0,0,0,0
"2022_NFEI_A_2",0,0.0128953811117109,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00836229798786094,0,0,0,0,0,0.0208654047694877,7.03617160687955e-05,0.0483891150640071,0,0,0.084355086035283,0,0,0,0,0,0,0.0155046033424701,0,0.070719123514618,0,0,0,0.421099152169824,0,0,0,0,0.114215823994247,0,0.0749320908458198,0,0.00520918278607303,0.123382376662529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022_NFEI_A_3",0,4.23099038968954e-05,0.00072933358316452,0,0,3.73859630964568e-05,0,0,0,0,0,0,0.00441403437938719,0,0,0.014830218718953,0,0.00461409095367944,0,0.185867188083965,0,0,0,0.0271431402916558,0,0,0.0101910514897204,0,0,0,0,0,0,0.0201735172246965,0,0.0476171661984476,0,4.03721924695325e-05,0,0.412192672510381,0,0,0,0,0.0579772232939252,0,0,0.000187963726336224,0.151947021968452,0,0,0,0,0,0,0,0,0.0013312231745091,0.0485517686332361,0,0,0,0,0.0121123177100282,0,0,0,0,0,0
"NFEI_A_2022",0,0,0,0,0,0.0124137496774838,0.0550475411949895,0,0.00935154246296432,0,0,0,0,0,0,0,0,0.00658707446000524,0,0.0157710439319081,0,0,0,0.0545557493266617,0,0.152137007153421,0.0189031179197888,0,0,0,0,0,0,0.0241984789253434,0,0.00692162624900174,0,0,0,0,0,0,0,0,0.321928099493758,0,0,0,0,0.0108261655892932,0,0,0,0,0,0,0.0102239085750769,0.050819900665268,0,0,0,0,0,0.250314994375036,0,0,0,0,0,0
"2021_NICH_A_1",0.195129089179706,0,0.0435030426547701,0.0451375311704579,0,0.0264146501710232,0,0,0,0,0,0,0.000155001934198091,0.0219694717360715,0,0.0856008391919389,0,0,0,0.0540480080310895,0.195129089179706,0,0.00786510922160655,0,0,0,0.00117931049676914,0.0643484120380559,0,0,0,0,0,0,0,0,0,0.0173969015070053,0,0,0,0,0,0,0.00288587265493939,0,0,0,0,0,0,0,0,0,0,0,0,0.000169093635039116,0.0161056808021831,0,0,0,0,0.0278338072157336,0,0.195129089179706,0,0,0,0
"2021_NICH_A_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.199415214766822,0,0.15227991701895,0,0,0,0.120080393167898,0,0.0740318400264666,0.0104948118598633,0,0,0,0.0324041829200743,0.270317521566606,0,0,0,0,0,0,0,0,0,0,0,0.00572363908957517,0,0.0155609838044906,0,0,0.042864900599018,0,0,0,0,0,0,0,0,0,0,0,0.0186569896863654,0.000159893361318907,0.0437230623804174,0,0,0,0,0.0142866497521338,0,0,0,0,0,0
"NICH_A_2021",0,0,0,0,0,0.0164856780754268,0,0,0.0461277625503935,0,0,0,0,0,0,0,0,0.0121843672232241,0,0.188340540088067,0,0.0244615651484072,0,0.00189509645869748,0,0,0.0310807384029389,0,0,0,0,0,0,0,0,0.136567473586733,0,0,0,0.0067404702147385,0,0,0,0,0.0680551882547344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468061119996639,0,0,0,0,0,0
"2021_NICH_B_1",0,0,0.0740059279815583,0,0,0.00960306256341693,0,0,0,0,0,0,0,0,0,0.198979593682161,0.00634803579793816,0,0,0.0125671310048046,0.131002818636504,0,0.00349905304916652,0,0,0,0.0181048225032073,0,0,0,0,0,0,7.09306485481746e-05,0,0,0,0.0902148067795575,0,0.012853045636113,0,0,0,0,0.0336794279013926,0,0,0,0,0,0,0,0.0377183802150152,0,0,0,0.016100544228534,0.00149765326884083,0.349053903938514,0,0,0,0,0.00470086216472849,0,0,0,0,0,0
"2021_NICH_B_2",0,0,0.22068266022029,0,0.165062454358877,0.0283858987726073,0,0,0,0,0,0,0,0,0,0.144506794617064,0,0,0,0.070084762958914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904432218200589,0,0,0,0,0,0,0.185030548046708,0,0,0,0,0,0,0,0.0245585942127239,0,0,0,0.022807331985493,0,0,0,0,0,0,0,0.0484377330072645,0,0,0,0,0
"2021_NICH_B_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242569176187337,0,0,0,0.0331378655993629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625555625832911,0,0,0.0987373323803897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NICH_B_2021",0,0,0,0,0,0.0172876308267937,0,0,0,0.123248593198018,0,0,0,0,0,0,0,0.0059626377519774,0,0.048087551816956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211852381060256,0.0732688485168712,0,0,0,0,0,0,0,0.211852381060256,0.132096310669777,0,0,0.148075358461869,0,0.0282683066372257,0,0,0,0,0,0,0,0,0,0,0
"2022_NOSK_A_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120141972721031,0.16507280529082,0.0605538777586541,0,0.173437998373611,0,0,0,0.218454183731459,0,0,0,0,0,0,0,0,0,0.0340074267935897,0,0,0,0,0,0.00995853109248587,0,0,0,0,0.216758881391337,0,0,0.00121116082111363,0,0,0,0,0,0,0,0,0,0,0.000403162025898979,0,0,0,0,0,0,0,0,0,0,0
"2022_NOSK_A_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.145203110959566,0,0.0600897704796994,0.0641712484411083,0.127821215392675,0,0.140975025195603,0,0.0293600235143464,0,0.235557730144863,0,0,0.0547807673289782,0,0,0,0,0,0,0.0256585887441178,0,0,0,0,0,0.00442170236653478,0.000812501411748212,0,0,0,0.0701841444305265,0,0,0.0409641715902335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022_NOSK_A_3",0,0,0,0,0,0.0052995303243634,0,0,0,0,0,0,0,0.101670055804939,0,0.0331139423520113,0,0.0572678756537413,0.40693722487167,0.0519739370522133,0,0,0,0.274675679682858,0,0,0.0690185067716341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32474865690705e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOSK_A_2022",0,0,0,0,0.0321551315302941,0.0105069496188821,0.0042062245276156,0,0.034298806965647,0,0,0,0,0,0,0,0,0.0128347460343309,0.0621199263161431,0.00608881249280576,0,0,0,0.445634164713316,0,0,0.0173328195628537,0,0,0,0,0,0,0.256940402243157,0,0,0,0,0,0,0,0,0,0,0.0683143015933903,0,0,0.0170233049278028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127511728482201,0,0,0,0.0197932366255414,0,0
"2022_NSTP_A_1",0,0.0525060927168742,0.321533124067243,0,0,0,0,0,0,0,0,0,0,0,0,0.137737002683612,0,0,0,0,0,0,0,0,0,0,0.139274637980243,0,0,0,0,0,0,0.0436749836255834,0,0,0,0.0688398433518125,0,0.0311698870462685,0,0,0,0,0.204877470412645,0,0,0,0,0,0,0,0,0,0,0,0.000386958115719067,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022_NSTP_A_2",0,0.587534749991268,0,0,0,0.0857620856864346,0,0,0,0,0,0,0,0,0,4.8922729771854e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352572971179649,0,0,0,0.0678884058124803,0,0.0442590003389661,0,0,0,0,0.179249538323114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022_NSTP_A_3",0,0.0517443441565595,0.0582157126136637,0,0,0.0234059348455977,0,0,0,0,0,0,0,0,0,0.0663129951824742,0,0,0,0.0102107281877754,0,0,0,0,0,0.0454994394004218,0.0451159804917083,0,0,0,0,0,0,0.0106410546313794,0,0.0298289693187742,0,0.0243113032627434,0,0,0,0,0.0291732461950143,0,0.11849162130677,0,0,0.013532685615949,0,0,0,0,0,0.262476207107204,0,0,0.008260593596426,0.199543554641333,0,0,0,0,0,0.00323562944620687,0,0,0,0,0,0
"NSTP_A_2022",0,0.00470850797386503,0.00510583765572592,0,0,0.0375065224128657,0.0285998198001838,0,0.0262362875223573,0,0,0,0,0,0,0,0,0.00154003452860236,0,0.00310502219296769,0,0,0,0.00215576446044484,0,0.142276359872395,0.13258444763972,0,0,0,0,0.00655907188058933,0,0.0262508840552566,0,0,0,0,0,0.00596369895594492,0,0,0.0657710121506044,0,0.0584921561645629,0,0,0.00385827757681725,0,0,0.0545935960869436,0,0.00227989129539201,0,0,0,0.00956125352369528,0.0855468836927439,0.0219034780061942,0,0,0,0,0.275401192552128,0,0,0,0,0,0
"2021_REEF_A_1",0,0.069387900412174,0.135573350583251,0,0.0175051324877172,0.00173900833641657,0,0,0,0,0.264599922503091,0,0.000562232594101531,0.0995612060327707,0,0.0937649944941359,0,0.00166145981473894,0,2.05006211354959e-05,0,0.00342998117170373,0.0400774861499116,0,0,0,0.0011195161319073,0,0,0,0,0,0,0,0,0.0126491332728204,0,0.0173684610782113,0,0.0248678941581114,9.66620368047438e-05,0,0,0,0.028492323100932,0,0,0.00908416895299783,0.0766698898281293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00155720872939692,0.100211567509541,0,0,0,0,0
"2021_REEF_A_2",0,0.0688767919077988,0.0726132362105334,0,0.0640765258783028,0.00527289244090195,0,0,0,0.0251790811512956,0.227723370003654,0,0.00236837079221401,0.0942854854954621,0,0.0949696358169871,0,0.00955575693801022,0,0,0,0,0.0397396445284114,0,0,0,0.0208864577478001,0.0118199733235915,0,0,0,0.015967256501941,0,0,0,0.0499214016639432,0,0.0242520722920553,0,0.0592285691820829,0,0.00457933674806349,0,0,0.0405900633837271,0,0,0.0145153790441014,0.0217514284156423,0,0,0,0,0,0.0107665649125864,0,0.00826779433620478,0,0,0,0,0,0,0.00305429835841299,0.00973861292627602,0,0,0,0,0
"2021_REEF_A_3",0,0.0500626348695466,0.0371650753234709,0,0.0840249279056002,0.000347998225563676,0,0,0,0.0978163072405318,0.140653196157213,0,0.00381771915825537,0.13599827349589,0,0.0528032562611716,0,0.010204515133484,0,0.00111181725634827,0,0.0119691855810473,0.00893060219200863,0,0,0.0236851629311808,0,0.00452939161062012,0,0,0,0.00150221420081682,0,0,0,0.0115611202428458,0,0.0140161002042526,0,0.00929822419953329,0,6.71434234541797e-05,0.000288110178284441,0,0.0207795568010605,0,0,0.00677238139514965,0.0330401649708988,0,0,0,0,0,0,0,0.000326835712052092,7.19195027348216e-05,0.00993223034848355,0.166654772972092,0,0,0.0522983427604234,0.000930953488865621,0.00933986625712019,0,0,0,0,0
"REEF_A_2021",0,0.161007779548818,0,0,0.00772075558194503,0.00157676213053997,0.000504977432138733,0,0.00308830223277801,0,0,0.0339124652335117,0,0,0,0,0,0.000815756204506159,0,0.000137060840303662,0,0,0.327739881334116,0,0,0,0.00312133220318205,0,0,0,0,0.00231622667458351,0,0.00031965728345217,0,0.00114291700454253,0,0,0,0.0356512442180847,0,0,0.00244483519252355,0,0.0127578260685616,0,0.029974698141669,0.0401933452354197,0,0,0.327739881334116,0,0,0,0,0,0,0,0,0,0,0,0,0.00783429610520893,0,0,0,0,0,0
"2021_REEF_B_1",0,0.697096722880906,0.0345522018152108,0,0.00633617802585078,0.00876460628806978,0,0,0,0,0,0,0,0,0,0.03931947273973,0,0,0,0.00013843872388585,0,0,4.26520025182168e-05,0,0.0182081346836354,0.00206162173879204,0,0,0,0,0,0.00175463391485099,0,0,0,0.0134362212793244,0,0.00406000587153394,0.0227111973862828,0.00586226739579061,0,0,0,0,0.0234557911424223,0.0801056955784813,0,0,0,0,0,0,0,0,0.000502629506858355,0,0,0,0,0,0,0,0,0,0.0415915290258563,0,0,0,0,0
"2021_REEF_B_2",0,0.798157939147415,0.0196442233504921,0,0.0113736500431855,0,0,0,0,0,0,0,0,0,0,0.0549234357201549,0,0.00115035690519257,0,0,0,0.0144846902061319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00414439725593574,0,0.0147237886793981,0,0.000556836725658273,0,0,0.0073137138120874,0,0.0201754737945707,0,0,0.00483766110434138,0,0,0,0,0,0,0.00938948401954588,0,0,0,0,0,0,0,0,0,0.0391243492358909,0,0,0,0,0
"2021_REEF_B_3",0,0.543050676002299,0.16131520306978,0,0,0.0278439580065778,0,0,0,0,0,0,0,0,0,0.0257690819193583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03925294817769,0,0.00441473011484201,0,0.00063680052814149,0,0,0,0,0.163786560814218,0,0,0,0,0,0,0,0,0,0,0,0.000201320780611755,0,0,0,0,0,0,0,0.033728720586481,0,0,0,0,0
